Title,Company,Location,Country,Date_Posted,Job_URL
R500-ESG-Account Leader,Halliburton,"Houston, TX , United States",United States,2026-03-19,https://careers.halliburton.com/en/job/houston/r500-esg-account-leader/543/92971848864
Technical Professional I-II - Sperry Well Design - 207284,Halliburton,"Calgary, Alberta , Canada",Canada,2026-03-19,https://careers.halliburton.com/en/job/calgary/technical-professional-i-ii-sperry-well-design-207284/543/92971848816
Associate Procurement Specialist - Senior Procurement Specialist,Halliburton,"Duncan, OK , United States",United States,2026-03-19,https://careers.halliburton.com/en/job/duncan/associate-procurement-specialist-senior-procurement-specialist/543/92965540016
Heavy Truck Driver - Senior Heavy Driver - 205217,Halliburton,"Zanesville, OH , United States",United States,2026-03-19,https://careers.halliburton.com/en/job/zanesville/heavy-truck-driver-senior-heavy-driver-205217/543/90181406128
Svc Spec I-Subsea Safety Sys,Halliburton,"Notodden, Vestfold og Telemark , Norway",Norway,2026-03-19,https://careers.halliburton.com/en/job/notodden/svc-spec-i-subsea-safety-sys/543/92961611120
Material Coordinator I - Artificial Lift - 207071,Halliburton,"Odessa, TX , United States",United States,2026-03-19,https://careers.halliburton.com/en/job/odessa/material-coordinator-i-artificial-lift-207071/543/92961611104
HR Logistics Specialist,Halliburton,"Stavanger, Rogaland , Norway",Norway,2026-03-19,https://careers.halliburton.com/en/job/stavanger/hr-logistics-specialist/543/92955868752
HR Specialist II -  Talent Acquisition,Halliburton,"Abingdon, Oxfordshire, England , United Kingdom",United Kingdom,2026-03-03,https://careers.halliburton.com/en/job/abingdon/hr-specialist-ii-talent-acquisition/543/91327928336
Associate Metal Fabricator - Senior Metal Fabricator,Halliburton,"Duncan, OK , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/duncan/associate-metal-fabricator-senior-metal-fabricator/543/92934226384
Service Operator II - Service Specialist II - Completion Tools,Halliburton,"Clairmont, Alberta , Canada",Canada,2026-03-18,https://careers.halliburton.com/en/job/clairmont/service-operator-ii-service-specialist-ii-completion-tools/543/90104795680
US Duncan: Service Operator II - Frac/Acid,Halliburton,"Duncan, OK , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/duncan/us-duncan-service-operator-ii-frac-acid/543/91652522672
Operator Assistant II-Service Operator I - Frac/Acid,Halliburton,"Duncan, OK , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/duncan/operator-assistant-ii-service-operator-i-frac-acid/543/91652522688
US Zanesville: Operator Assistant II-Service Operator I - Frac/Acid,Halliburton,"Zanesville, OH , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/zanesville/us-zanesville-operator-assistant-ii-service-operator-i-frac-acid/543/90311486800
US Zanesville: Service Operator II - Frac/Acid,Halliburton,"Zanesville, OH , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/zanesville/us-zanesville-service-operator-ii-frac-acid/543/90311486784
Operator Assistant Trainee - Frac Acid,Halliburton,"Zanesville, OH , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/zanesville/operator-assistant-trainee-frac-acid/543/92934226080
Cementing Bulk Material Operator I,Halliburton,"Odessa, TX , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/odessa/cementing-bulk-material-operator-i/543/92934226064
"Field Service Quality Coord, Sr",Halliburton,"Hassi Messaoud, Ouargla Province , Algeria",Algeria,2026-03-18,https://careers.halliburton.com/en/job/hassi-messaoud/field-service-quality-coord-sr/543/92927550912
"Field Prof-MWD, Assoc",Halliburton,"Hassi Messaoud, Ouargla Province , Algeria",Algeria,2026-03-18,https://careers.halliburton.com/en/job/hassi-messaoud/field-prof-mwd-assoc/543/92923603440
"Logistics Specialist, Assoc",Halliburton,"Cairo, Cairo Governorate , Egypt",Egypt,2026-03-18,https://careers.halliburton.com/en/job/cairo/logistics-specialist-assoc/543/91118973744
Operator Asst I-Pipeline/Proces,Halliburton,"Aberdeen, Scotland , United Kingdom",United Kingdom,2026-03-18,https://careers.halliburton.com/en/job/aberdeen/operator-asst-i-pipeline-proces/543/92917596352
Operator Asst I-Pipeline/Proces,Halliburton,"Aberdeen, Scotland , United Kingdom",United Kingdom,2026-03-18,https://careers.halliburton.com/en/job/aberdeen/operator-asst-i-pipeline-proces/543/92917596336
Svc Supv III-Pipeline/Proc Svc,Halliburton,"Aberdeen, Scotland , United Kingdom",United Kingdom,2026-03-18,https://careers.halliburton.com/en/job/aberdeen/svc-supv-iii-pipeline-proc-svc/543/92917596320
Service Operator II - Service Specialist II - Completion Tools,Halliburton,"Mount Pearl, Newfoundland and Labrador , Canada",Canada,2026-03-18,https://careers.halliburton.com/en/job/mount-pearl/service-operator-ii-service-specialist-ii-completion-tools/543/92917596304
Associate Machine Operator - Senior Machine Operator,Halliburton,"Duncan, OK , United States",United States,2026-03-18,https://careers.halliburton.com/en/job/duncan/associate-machine-operator-senior-machine-operator/543/92917596288
Kuwait-Ahmadi: Technical Professional-GBA,Halliburton,"Al Ahmadi, Al Aḩmadī , Kuwait",Kuwait,2026-03-17,https://careers.halliburton.com/en/job/al-ahmadi/kuwait-ahmadi-technical-professional-gba/543/92878864720
Mechanical Technician (Associate-Senior)-206181,Halliburton,"Conroe, TX , United States",United States,2026-02-19,https://careers.halliburton.com/en/job/conroe/mechanical-technician-associate-senior-206181/543/91911719312
Technical Advisor - Completion Tools,Halliburton,"Stavanger, Rogaland , Norway",Norway,2026-03-18,https://careers.halliburton.com/en/job/stavanger/technical-advisor-completion-tools/543/92912008064
Seismic Data Management Consultant/Data Scientist - Landmark,Halliburton,"Tananger, Rogaland , Norway",Norway,2026-03-18,https://careers.halliburton.com/en/job/tananger/seismic-data-management-consultant-data-scientist-landmark/543/92912008032
"Internship- Baku, Azerbaijan",Halliburton,"Baku, Baku City , Azerbaijan",Azerbaijan,2026-03-18,https://careers.halliburton.com/en/job/baku/internship-baku-azerbaijan/543/92562641488
Repair & Maintenance - Electrical Technician,Halliburton,"Kampong Kemaman, Terengganu , Malaysia",Malaysia,2026-03-18,https://careers.halliburton.com/en/job/kampong-kemaman/repair-and-maintenance-electrical-technician/543/87772711424
Brazil-RJ-Macaé: Managed Pressure Drilling Commuter - Testing and Subsea,Halliburton,"Macaé, Rio de Janeiro , Brazil",Brazil,2025-08-18,https://careers.halliburton.com/en/job/macae/brazil-rj-macae-managed-pressure-drilling-commuter-testing-and-subsea/543/85173746480
Senior Tax Manager - State Income Tax,Halliburton,"Houston, TX , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/houston/senior-tax-manager-state-income-tax/543/92889124912
Associate Electrical Assembler - Senior Electrical Assembler,Halliburton,"Duncan, OK , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/duncan/associate-electrical-assembler-senior-electrical-assembler/543/92889124896
Argentina - Nueuquen - Ingeniero de Coiled Tubing,Halliburton,"Neuquén, Neuquen , Argentina",Argentina,2026-03-17,https://careers.halliburton.com/en/job/neuquen/argentina-nueuquen-ingeniero-de-coiled-tubing/543/92889124880
Brazil-RJ-Macae: Assistente de Operações - Baroid,Halliburton,"Macaé, Rio de Janeiro , Brazil",Brazil,2026-03-17,https://careers.halliburton.com/en/job/macae/brazil-rj-macae-assistente-de-operacoes-baroid/543/92885018272
Operations & Maintenance Assurance Manager  - Project Management,Halliburton,"Houston, TX , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/houston/operations-and-maintenance-assurance-manager-project-management/543/92885018240
Associate Machine Operator - Senior Machine Operator (Pump Lathes),Halliburton,"Duncan, OK , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/duncan/associate-machine-operator-senior-machine-operator-pump-lathes/543/92885018208
Technical Professional - Mechanical,Halliburton,"Notodden, Vestfold og Telemark , Norway",Norway,2026-03-17,https://careers.halliburton.com/en/job/notodden/technical-professional-mechanical/543/92885018192
Bolivia - Santa Cruz: Hydraulic Fracturing Engineer - Production Enhancement,Halliburton,"Santa Cruz, Departamento de Santa Cruz , Bolivia",Bolivia,2026-03-16,https://careers.halliburton.com/en/job/santa-cruz/bolivia-santa-cruz-hydraulic-fracturing-engineer-production-enhancement/543/91661809280
Senior Technical Professional - Technical Services - Artificial Lift - 207064,Halliburton,"Tulsa, OK , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/tulsa/senior-technical-professional-technical-services-artificial-lift-207064/543/92878864816
Princ Tech-Electro/Mechanical-207096,Halliburton,"Notodden, Vestfold og Telemark , Norway",Norway,2026-03-17,https://careers.halliburton.com/en/job/notodden/princ-tech-electro-mechanical-207096/543/92878864800
Mechanic Technician (I - III) - Maintenance,Halliburton,"Prudhoe Bay, AK , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/prudhoe-bay/mechanic-technician-i-iii-maintenance/543/91200984320
Technical Professional- Completions,Halliburton,"Mumbai, Maharashtra , India",India,2026-03-17,https://careers.halliburton.com/en/job/mumbai/technical-professional-completions/543/92878864688
Completion Tools - Service Specialist- I/ II/ III,Halliburton,"Kākināda, Andhra Pradesh , India",India,2026-03-17,https://careers.halliburton.com/en/job/kakinada/completion-tools-service-specialist-i-ii-iii/543/92878864672
Completion Tools - Service Specialist-II/ III/ Leader,Halliburton,"Kākināda, Andhra Pradesh , India",India,2026-03-17,https://careers.halliburton.com/en/job/kakinada/completion-tools-service-specialist-ii-iii-leader/543/92878864656
Argentina - Neuquén - Senior Transportation & Logistics Specialist - Supply Chain,Halliburton,"Neuquén, Neuquen , Argentina",Argentina,2026-03-17,https://careers.halliburton.com/en/job/neuquen/argentina-neuquen-senior-transportation-and-logistics-specialist-supply-chain/543/92878864640
Senior ingeniør - Sement,Halliburton,"Stavanger, Rogaland , Norway",Norway,2026-03-17,https://careers.halliburton.com/en/job/stavanger/senior-ingeni%c3%b8r-sement/543/92872692336
Offshore Field Service Representative I-III - Baroid Mud Engineer,Halliburton,"Houston, TX , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/houston/offshore-field-service-representative-i-iii-baroid-mud-engineer/543/92651423456
Quality Assurance & Control Inspector,Halliburton,"Notodden, Vestfold og Telemark , Norway",Norway,2026-03-17,https://careers.halliburton.com/en/job/notodden/quality-assurance-and-control-inspector/543/92872692256
R&D Electrical Engineering Intern,Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-17,https://careers.halliburton.com/en/job/singapore/r-and-d-electrical-engineering-intern/543/91611418224
Associate OTC Process Representative,Halliburton,"Bengaluru, Karnataka , India",India,2026-03-17,https://careers.halliburton.com/en/job/bengaluru/associate-otc-process-representative/543/90065777792
Technical Professional Associate/ Pinnacle Geosciences,Halliburton,"Mumbai, Maharashtra , India",India,2026-03-17,https://careers.halliburton.com/en/job/mumbai/technical-professional-associate-pinnacle-geosciences/543/92872692160
Service Operator - Nitrogen,Halliburton,"Ban Bo Phawong, Nakhon Sawan , Thailand",Thailand,2026-03-17,https://careers.halliburton.com/en/job/ban-bo-phawong/service-operator-nitrogen/543/89540907856
Material Coordinator I,Halliburton,"Tianjin, Tianjin Municipality , China",China,2026-03-17,https://careers.halliburton.com/en/job/tianjin/material-coordinator-i/543/92872692128
Attorney - Counsel,Halliburton,"Kuala Lumpur, Kuala Lumpur , Malaysia",Malaysia,2026-03-17,https://careers.halliburton.com/en/job/kuala-lumpur/attorney-counsel/543/92872692112
Field Service Representative III - Field Professional II - Baroid Mud Engineer,Halliburton,"Broussard, Lafayette, LA , United States",United States,2026-03-17,https://careers.halliburton.com/en/job/broussard/field-service-representative-iii-field-professional-ii-baroid-mud-engineer/543/92861235152
Accountant - Senior Accountant,Halliburton,"Duncan, OK , United States",United States,2026-03-16,https://careers.halliburton.com/en/job/duncan/accountant-senior-accountant/543/92856780448
Bolivia-Santa Cruz-Pasante-HSE,Halliburton,"Santa Cruz, Departamento de Santa Cruz , Bolivia",Bolivia,2026-03-16,https://careers.halliburton.com/en/job/santa-cruz/bolivia-santa-cruz-pasante-hse/543/91622070496
Laboratory Technician-Chemistry (Associate- Senior),Halliburton,"Bakersfield, CA , United States",United States,2026-03-16,https://careers.halliburton.com/en/job/bakersfield/laboratory-technician-chemistry-associate-senior/543/92850316112
Brazil - Remote: R&D Mechanical Engineer,Halliburton,"Macaé, Rio de Janeiro , Brazil",Brazil,2026-03-16,https://careers.halliburton.com/en/job/macae/brazil-remote-r-and-d-mechanical-engineer/543/92850316096
Service Operator II-Cementing,Halliburton,"Emmen, Drenthe , Netherlands",Netherlands,2026-03-16,https://careers.halliburton.com/en/job/emmen/service-operator-ii-cementing/543/92846231936
Svc Supv I-Cementing,Halliburton,"Emmen, Drenthe , Netherlands",Netherlands,2026-03-16,https://careers.halliburton.com/en/job/emmen/svc-supv-i-cementing/543/92846231920
Tech Prof- Pipeline and Process Services,Halliburton,"Khobar, Eastern Province , Saudi Arabia",Saudi Arabia,2026-03-16,https://careers.halliburton.com/en/job/khobar/tech-prof-pipeline-and-process-services/543/92840109840
PP08-ESG-Svc Supv I-Pipeline/Process Svc,Halliburton,"Khobar, Eastern Province , Saudi Arabia",Saudi Arabia,2026-03-16,https://careers.halliburton.com/en/job/khobar/pp08-esg-svc-supv-i-pipeline-process-svc/543/92840109824
"Account Representative, Business Development",Halliburton,"Khobar, Eastern Province , Saudi Arabia",Saudi Arabia,2026-03-16,https://careers.halliburton.com/en/job/khobar/account-representative-business-development/543/92840109808
Svc Leader-Coiled Tubing,Halliburton,"Khobar, Eastern Province , Saudi Arabia",Saudi Arabia,2026-03-16,https://careers.halliburton.com/en/job/khobar/svc-leader-coiled-tubing/543/91399844416
"Technical Sales Advisor - Business Development, PPS",Halliburton,"Stavanger, Rogaland , Norway",Norway,2026-03-16,https://careers.halliburton.com/en/job/stavanger/technical-sales-advisor-business-development-pps/543/92840109760
Associate Machine Operator - Senior Machine Operator (Completions),Halliburton,"Lafayette, LA , United States",United States,2026-03-16,https://careers.halliburton.com/en/job/lafayette/associate-machine-operator-senior-machine-operator-completions/543/92840109744
"Sales Rep, Field - Business Development, PPS",Halliburton,"Stavanger, Rogaland , Norway",Norway,2026-03-16,https://careers.halliburton.com/en/job/stavanger/sales-rep-field-business-development-pps/543/92840109728
Svc Supv I-Cementing,Halliburton,"Hassi Messaoud, Ouargla Province , Algeria",Algeria,2026-03-16,https://careers.halliburton.com/en/job/hassi-messaoud/svc-supv-i-cementing/543/90907029728
"Tech Prof-Completions, Sr.",Halliburton,"Carrollton, TX , United States",United States,2026-03-09,https://careers.halliburton.com/en/job/carrollton/tech-prof-completions-sr/543/92568301136
Global Account Manager,Halliburton,"Abingdon, Oxfordshire, England , United Kingdom",United Kingdom,2026-03-13,https://careers.halliburton.com/en/job/abingdon/global-account-manager/543/92726622272
Procurement Specialist,Halliburton,"Baku, Baku City , Azerbaijan",Azerbaijan,2026-03-16,https://careers.halliburton.com/en/job/baku/procurement-specialist/543/91788914080
Svc Operator II-Cementing,Halliburton,"Ploieşti, Prahova , Romania",Romania,2026-03-16,https://careers.halliburton.com/en/job/ploiesti/svc-operator-ii-cementing/543/91823996992
Intern,Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-16,https://careers.halliburton.com/en/job/singapore/intern/543/92834335024
Material Conditioner - Material Conditioner Senior,Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-16,https://careers.halliburton.com/en/job/singapore/material-conditioner-material-conditioner-senior/543/92834335008
"Project Manager-Systems Eng, Senior - Project Advisor- System Engineer",Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-16,https://careers.halliburton.com/en/job/singapore/project-manager-systems-eng-senior-project-advisor-system-engineer/543/92834334992
Associate Methods Analyst - Senior  Methods Analyst,Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-16,https://careers.halliburton.com/en/job/singapore/associate-methods-analyst-senior-methods-analyst/543/92834334976
R&D Mechanical Engineer Associate - R&D Mechanical Engineering Senior,Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-16,https://careers.halliburton.com/en/job/singapore/r-and-d-mechanical-engineer-associate-r-and-d-mechanical-engineering-senior/543/92834334960
Payroll-Representative-Specialist-SR. Specialist,Halliburton,"Bengaluru, Karnataka , India",India,2026-03-16,https://careers.halliburton.com/en/job/bengaluru/payroll-representative-specialist-sr-specialist/543/92834334928
Procurement Specialist - Senior- Procurement Specialist - Bangalore,Halliburton,"Pune, Maharashtra , India",India,2026-03-09,https://careers.halliburton.com/en/job/pune/procurement-specialist-senior-procurement-specialist-bangalore/543/92562641456
Technical Professional- Data Science/ Senior/ Principal,Halliburton,"Pune, Maharashtra , India",India,2026-02-26,https://careers.halliburton.com/en/job/pune/technical-professional-data-science-senior-principal/543/92153002768
"R&D Mechanical Engineer, Assoc",Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-16,https://careers.halliburton.com/en/job/singapore/r-and-d-mechanical-engineer-assoc/543/90772178416
Solutions Engineer II,Halliburton,"Algiers, Algiers Province , Algeria",Algeria,2026-03-15,https://careers.halliburton.com/en/job/algiers/solutions-engineer-ii/543/91794447792
HR Specialist II / Senior HR Specialist / HR Advisor,Halliburton,"Duncan, OK , United States",United States,2026-03-13,https://careers.halliburton.com/en/job/duncan/hr-specialist-ii-senior-hr-specialist-hr-advisor/543/92743794496
Maintenance Foreman,Halliburton,"Williston, ND , United States",United States,2026-03-13,https://careers.halliburton.com/en/job/williston/maintenance-foreman/543/92743794432
CDL Delivery Driver (I-II) - MultiChem,Halliburton,"Fort Lupton, CO , United States",United States,2026-03-13,https://careers.halliburton.com/en/job/fort-lupton/cdl-delivery-driver-i-ii-multichem/543/92743794384
Brasil - Bahia - Catu: Técnico de Manutenção JR,Halliburton,"Pioneiros, São Paulo , Brazil",Brazil,2026-03-13,https://careers.halliburton.com/en/job/pioneiros/brasil-bahia-catu-tecnico-de-manutencao-jr/543/92736618768
Assembly & Repair Tech I-III - Artificial Lift,Halliburton,"Edmonton, Alberta , Canada",Canada,2026-03-13,https://careers.halliburton.com/en/job/edmonton/assembly-and-repair-tech-i-iii-artificial-lift/543/91057882528
Shop Mechanic Technician I-III - Baroid Grinding - 207186,Halliburton,"Westlake, Calcasieu, LA , United States",United States,2026-03-13,https://careers.halliburton.com/en/job/westlake/shop-mechanic-technician-i-iii-baroid-grinding-207186/543/92732431888
Cloud Domain Architect,Halliburton,"Houston, TX , United States",United States,2026-03-13,https://careers.halliburton.com/en/job/houston/cloud-domain-architect/543/92732431872
Senior R&D Mechanical Engineer - Advisor R&D Mechanical Engineer - Completion Tools,Halliburton,"Lafayette, LA , United States",United States,2026-03-13,https://careers.halliburton.com/en/job/lafayette/senior-r-and-d-mechanical-engineer-advisor-r-and-d-mechanical-engineer-completion-tools/543/92726622304
Tool Tech III,Halliburton,"Stavanger, Rogaland , Norway",Norway,2026-03-13,https://careers.halliburton.com/en/job/stavanger/tool-tech-iii/543/92726622288
Mechanic Technician I-III - 206820,Halliburton,"Clairmont, Alberta , Canada",Canada,2026-03-09,https://careers.halliburton.com/en/job/clairmont/mechanic-technician-i-iii-206820/543/92577903152
"Tech Prof-Cementing, Assoc",Halliburton,"Atyrau, Atyraū Oblysy , Kazakhstan",Kazakhstan,2026-03-13,https://careers.halliburton.com/en/job/atyrau/tech-prof-cementing-assoc/543/92717382976
Area Resource Specialist,Halliburton,"Notodden, Vestfold og Telemark , Norway",Norway,2026-03-13,https://careers.halliburton.com/en/job/notodden/area-resource-specialist/543/92717382960
R&M Electrical Technician,Halliburton,"Stavanger, Rogaland , Norway",Norway,2026-03-13,https://careers.halliburton.com/en/job/stavanger/r-and-m-electrical-technician/543/92717382928
OTC (Order To Cash) Process Representative,Halliburton,"Bengaluru, Karnataka , India",India,2026-03-13,https://careers.halliburton.com/en/job/bengaluru/otc-order-to-cash-process-representative/543/90267172544
Marketing Specialist - Senior Marketing Specialist,Halliburton,"Singapore, Singapore , Singapore",Singapore,2026-03-13,https://careers.halliburton.com/en/job/singapore/marketing-specialist-senior-marketing-specialist/543/92717372384
"Field Prof-General, L&P Seismic",Halliburton,"New Iberia, LA , United States",United States,2026-03-12,https://careers.halliburton.com/en/job/new-iberia/field-prof-general-l-and-p-seismic/543/92701187008
"Maint-Prof, Sr-L&P",Halliburton,"New Iberia, LA , United States",United States,2026-03-12,https://careers.halliburton.com/en/job/new-iberia/maint-prof-sr-l-and-p/543/92701186944
Maintenance Foreman - Internal Equipment Maintenance,Halliburton,"Golden Meadow, LA , United States",United States,2026-03-12,https://careers.halliburton.com/en/job/golden-meadow/maintenance-foreman-internal-equipment-maintenance/543/92701186816
Ecuador-Francisco de Orellana-Especialista de Levantamiento Artificial I - Artificial Lift,Halliburton,"Coca, Provincia del Azuay , Ecuador",Ecuador,2026-03-12,https://careers.halliburton.com/en/job/coca/ecuador-francisco-de-orellana-especialista-de-levantamiento-artificial-i-artificial-lift/543/92694143696
Brazil - RJ - Macaé - Well Engineer,Halliburton,"Macaé, Rio de Janeiro , Brazil",Brazil,2026-03-12,https://careers.halliburton.com/en/job/macae/brazil-rj-macae-well-engineer/543/92694143680
"Reforma, Chiapas - Becario Administrativo",Halliburton,"Reforma, Reforma, Chiapas , Mexico",Mexico,2026-02-05,https://careers.halliburton.com/en/job/reforma/reforma-chiapas-becario-administrativo/543/91414180752
Cundinamarca - Cota: Inventory Planner- Supply Chain,Halliburton,"Siberia, Cota, Cundinamarca , Colombia",Colombia,2026-03-11,https://careers.halliburton.com/en/job/siberia/cundinamarca-cota-inventory-planner-supply-chain/543/92661826016
Ecuador-Francisco de Orellana-Representante de Servicio de Campo-Perforación con Fluidos III-Baroid,Halliburton,"Coca, Provincia del Azuay , Ecuador",Ecuador,2026-03-12,https://careers.halliburton.com/en/job/coca/ecuador-francisco-de-orellana-representante-de-servicio-de-campo-perforacion-con-fluidos-iii-baroid/543/92683847984
Field Service Representative III - Field Professional II - Baroid Mud Engineer,Halliburton,"Houston, TX , United States",United States,2026-03-12,https://careers.halliburton.com/en/job/houston/field-service-representative-iii-field-professional-ii-baroid-mud-engineer/543/92683847952
Mechanic Technician I,Halliburton,"Mueang Songkhla, Songkhla , Thailand",Thailand,2026-03-12,https://careers.halliburton.com/en/job/songkhla/mechanic-technician-i/543/90285104160
Electronic Technician I,Halliburton,"Mueang Songkhla, Songkhla , Thailand",Thailand,2026-03-12,https://careers.halliburton.com/en/job/songkhla/electronic-technician-i/543/90285104144
Field Professional I-II - Baroid,Halliburton,"Zanesville, OH , United States",United States,2026-03-06,https://careers.halliburton.com/en/job/zanesville/field-professional-i-ii-baroid/543/92463822544
LWD Field Professional II - LDW General Field Professional - Sperry - 206385,Halliburton,"Broussard, Lafayette, LA , United States",United States,2026-03-12,https://careers.halliburton.com/en/job/broussard/lwd-field-professional-ii-ldw-general-field-professional-sperry-206385/543/92666279216
Maintenance Foreman - Internal Equipment Maintenance - 206375,Halliburton,"New Iberia, LA , United States",United States,2026-03-12,https://careers.halliburton.com/en/job/new-iberia/maintenance-foreman-internal-equipment-maintenance-206375/543/92666279200
Associate HSE Coordinator - HSE Coordinator,Halliburton,"Houston, TX , United States",United States,2026-03-11,https://careers.halliburton.com/en/job/houston/associate-hse-coordinator-hse-coordinator/543/92661825952
R&M Electrical Technician (I - II - III) - Sperry Drilling,Halliburton,"Houston, TX , United States",United States,2026-03-11,https://careers.halliburton.com/en/job/houston/r-and-m-electrical-technician-i-ii-iii-sperry-drilling/543/92661825904
Suriname - Paramaribo: Field Professional Sr. - Wireline and Perforating,Halliburton,"Paramaribo, Distrikt Paramaribo , Suriname",Suriname,2026-03-11,https://careers.halliburton.com/en/job/paramaribo/suriname-paramaribo-field-professional-sr-wireline-and-perforating/543/92661825856
Associate Field Professional-L&P Seismic,Halliburton,"New Iberia, LA , United States",United States,2026-03-11,https://careers.halliburton.com/en/job/new-iberia/associate-field-professional-l-and-p-seismic/543/89591141088
Brazil - RJ - Macaé - Operations Consultant,Halliburton,"Macaé, Rio de Janeiro , Brazil",Brazil,2026-03-11,https://careers.halliburton.com/en/job/macae/brazil-rj-macae-operations-consultant/543/92655342432
Bulk Material Operator I-III - Cement - 207067,Halliburton,"Morgan City, LA , United States",United States,2026-03-11,https://careers.halliburton.com/en/job/morgan-city/bulk-material-operator-i-iii-cement-207067/543/92651423504
Accountant,Halliburton,"Reforma, Reforma, Chiapas , Mexico",Mexico,2026-03-11,https://careers.halliburton.com/en/job/reforma/accountant/543/92651423488
A010-ESG-Accountant,Halliburton,"Reforma, Reforma, Chiapas , Mexico",Mexico,2026-03-11,https://careers.halliburton.com/en/job/reforma/a010-esg-accountant/543/92651423472
Offshore Field Service Representative I-III - Baroid Mud Engineer,Halliburton,"Broussard, Lafayette, LA , United States",United States,2026-03-11,https://careers.halliburton.com/en/job/broussard/offshore-field-service-representative-i-iii-baroid-mud-engineer/543/92651423440
Suriname - Paramaribo: Data Engineer - Sperry Drilling Svcs,Halliburton,"Paramaribo, Distrikt Paramaribo , Suriname",Suriname,2026-03-11,https://careers.halliburton.com/en/job/paramaribo/suriname-paramaribo-data-engineer-sperry-drilling-svcs/543/92627741984
Argentina - Neuquén: Especialista Administrativo de Facilidades,Halliburton,"Neuquén, Neuquen , Argentina",Argentina,2026-03-11,https://careers.halliburton.com/en/job/neuquen/argentina-neuquen-especialista-administrativo-de-facilidades/543/92645550960
Suriname - Paramaribo: Tool Technician I - Testing and Subsea,Halliburton,"Paramaribo, Distrikt Paramaribo , Suriname",Suriname,2026-03-10,https://careers.halliburton.com/en/job/paramaribo/suriname-paramaribo-tool-technician-i-testing-and-subsea/543/92607062144
Suriname- Paramaribo: Intern- Testing and Subsea,Halliburton,"Paramaribo, Distrikt Paramaribo , Suriname",Suriname,2026-03-10,https://careers.halliburton.com/en/job/paramaribo/suriname-paramaribo-intern-testing-and-subsea/543/92607062128
Suriname - Paramaribo - Service Planner I,Halliburton,"Paramaribo, Distrikt Paramaribo , Suriname",Suriname,2026-03-10,https://careers.halliburton.com/en/job/paramaribo/suriname-paramaribo-service-planner-i/543/92607062112
X175-ESG- Especialista en Mantenimiento de Facilidades Real Estate,Halliburton,"Neuquén, Neuquen , Argentina",Argentina,2026-03-10,https://careers.halliburton.com/en/job/neuquen/x175-esg-especialista-en-mantenimiento-de-facilidades-real-estate/543/92607062080
Operator Assistant I - Cementing,Halliburton,"Khobar, Eastern Province , Saudi Arabia",Saudi Arabia,2026-03-11,https://careers.halliburton.com/en/job/khobar/operator-assistant-i-cementing/543/92639675952
"Aberdeen - Logging Geologist-SDL, II",Halliburton,"Aberdeen, Scotland , United Kingdom",United Kingdom,2026-03-11,https://careers.halliburton.com/en/job/aberdeen/aberdeen-logging-geologist-sdl-ii/543/92639675920
Svc Spec II-Completions,Halliburton,"Aksaitovo, Bashkortostan Republic , Russia",Russia,2026-03-11,https://careers.halliburton.com/en/job/aksaitovo/svc-spec-ii-completions/543/91823997008
Senior Payroll Specialist,Halliburton,"Bengaluru, Karnataka , India",India,2026-03-11,https://careers.halliburton.com/en/job/bengaluru/senior-payroll-specialist/543/91293532544
Sr./ Principal Accountant- Statutory Reporting (French Language Specialist),Halliburton,"Bengaluru, Karnataka , India",India,2026-03-06,https://careers.halliburton.com/en/job/bengaluru/sr-principal-accountant-statutory-reporting-french-language-specialist/543/92448194592
Ecuador-Quito-Especialista en Impuestos-Finanzas,Halliburton,"Quito, Provincia de Pichincha , Ecuador",Ecuador,2026-03-11,https://careers.halliburton.com/en/job/quito/ecuador-quito-especialista-en-impuestos-finanzas/543/92627742016
Brazil - RJ - Macaé - HR Business Partner,Halliburton,"Macaé, Rio de Janeiro , Brazil",Brazil,2026-03-10,https://careers.halliburton.com/en/job/macae/brazil-rj-macae-hr-business-partner/543/92623316960
Brasil - Rio de Janeiro - Macaé: Técnico em Mecânica,Halliburton,"Macaé, Rio de Janeiro , Brazil",Brazil,2026-03-10,https://careers.halliburton.com/en/job/macae/brasil-rio-de-janeiro-macae-tecnico-em-mecanica/543/92623316880
