Title,Company,Location,Country,Date_Posted,Job_URL
Instructional Designer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Instructional-Designer/857036823/
Lead Organizational & Management Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Lead-Organizational-&-Management-Specialist/857083223/
Program Development & Evaluation Analyst,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Program-Development-&-Evaluation-Analyst/857083023/
Process/Operation Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/ProcessOperation-Engineer/857082823/
Training & Development Advisor,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Training-&-Development-Advisor/857082923/
Incident Investigator,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Incident-Investigator/857082423/
Emergency Management Advisor,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Emergency-Management-Advisor/857082623/
Human Factors Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Human-Factors-Engineer/857082323/
Sr Counsel,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Sr-Counsel/857034923/
Lead Turnaround Engineer - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Lead-Turnaround-Engineer-Refinery-Experience-Only/857080923/
Delayed Coker Visbreaker Specialist  - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Delayed-Coker-Visbreaker-Specialist-Refinery-Experience-Only/857081923/
Maintenance Engineering Specialist - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Maintenance-Engineering-Specialist-Refinery-Experience-Only/857081323/
Intellectual Property Counsel,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Intellectual-Property-Counsel/857034823/
Technology Consultant - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Technology-Consultant-Refinery-Experience-Only/857080623/
Reservoir Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Reservoir-Engineer/857035223/
Process Engineer - Utilities & Tank Farm - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Process-Engineer-Utilities-&-Tank-Farm-Refinery-Experience-Only/857081423/
Instrumentation Engineer - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Instrumentation-Engineer-Refinery-Experience-Only/857080723/
Analyzer Engineer - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Analyzer-Engineer-Refinery-Experience-Only/857082223/
Process Engineer - Sulfur Recovery - Refinery Experience Only,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Process-Engineer-Sulfur-Recovery-Refinery-Experience-Only/857081623/
Corrosion Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Corrosion-Engineer/857036423/
Exploration Geoscientist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Exploration-Geoscientist/857034723/
Instrumentation Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Instrumentation-Engineer/857036523/
Contracts Advisor,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Contracts-Advisor/857081023/
Reliability&Rotating Equipment Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Reliability&Rotating-Equipment-Engineer/857036323/
Sr Counsel - Corporate & Project Finance,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Sr-Counsel-Corporate-&-Project-Finance/857034323/
Compressors & Steam Turbines Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Compressors-&-Steam-Turbines-Engineer/857079823/
Heat Exchanger Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Heat-Exchanger-Engineer/857079623/
Sr Counsel - Joint Venture Development,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Sr-Counsel-Joint-Venture-Development/857034423/
Estimating Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Estimating-Engineer/857080423/
Industrial Communications Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Industrial-Communications-Engineer/857079923/
Sr Counsel - Venture Capital,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Sr-Counsel-Venture-Capital/857034523/
Solution Architect,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Solution-Architect/857080123/
Infrastructure Facilities Planning Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Infrastructure-Facilities-Planning-Engineer/857080223/
Substation Equipment Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Substation-Equipment-Engineer/857079523/
Electrical Planning Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Electrical-Planning-Engineer/857080323/
Nonmetallic Engineering Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Nonmetallic-Engineering-Specialist/857079723/
Tax Counsel,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Tax-Counsel/857034223/
IP Docketing Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/IP-Docketing-Specialist/857130323/
International Media Relations Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/International-Media-Relations-Specialist/856486923/
Gas Commercial Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Gas-Commercial-Specialist/857079123/
Lead Gas Master Planning Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Lead-Gas-Master-Planning-Specialist/857078923/
Gas Business Modeler,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Gas-Business-Modeler/857079023/
Computing and IT Graduates (less than three years of work experience),Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/saudi/job/Computing-and-IT-Graduates-%28less-than-three-years-of-work-experience%29/766636523/
Business Graduates (less than three years of work experience),Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/saudi/job/Business-Graduates-%28less-than-three-years-of-work-experience%29/766636423/
Planning & Performance Management Analyst,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Planning-&-Performance-Management-Analyst/857100723/
Engineering Graduates (less than three years of work experience),Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/saudi/job/Engineering-Graduates-%28less-than-three-years-of-work-experience%29/766636323/
Reservoir Simulation Developer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Reservoir-Simulation-Developer/857078423/
Safety Advisor,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Safety-Advisor/857078823/
OSPAS Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/OSPAS-Specialist/857099923/
Accounting Analyst,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Accounting-Analyst/857100023/
Lead Accounting Analyst,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Lead-Accounting-Analyst/857100423/
Senior Mechanical Maintenance Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Senior-Mechanical-Maintenance-Engineer/857128623/
Lead Process Operations Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Lead-Process-Operations-Engineer/857128423/
Senior Contract Advisor,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Senior-Contract-Advisor/857128523/
Information System Consultant,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Information-System-Consultant/857077223/
Business Writer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Business-Writer/857077323/
D&IT Affiliates Advisor,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/D&IT-Affiliates-Advisor/857077123/
Field Compliance Coordinator,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Field-Compliance-Coordinator/857031723/
Well Intervention Specialist,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_us/job/Well-Intervention-Specialist/857031223/
Process Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Process-Engineer/857077023/
Security Investigator,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Security-Investigator/857077823/
Safety Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Safety-Engineer/857078223/
Fire Protection Trainer/Operator,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Fire-Protection-TrainerOperator/857077623/
Safety Engineer (Drilling & Workover Operations),Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Safety-Engineer-%28Drilling-&-Workover-Operations%29/857078323/
Process Safety Engineer,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Process-Safety-Engineer/857078123/
Building Life Safety Plans Examiner,Saudi Aramco,Saudi Arabia,Saudi Arabia,,https://careers.aramco.com/expat_uk/job/Building-Life-Safety-Plans-Examiner/857078023/
